chromosome	size	compressedMref	category
chrUn_KN707702v1_decoy	6466	TRUE	decoy
chrUn_KN707703v1_decoy	2235	TRUE	decoy
chrUn_KN707704v1_decoy	2871	TRUE	decoy
chrUn_KN707705v1_decoy	4632	TRUE	decoy
chrUn_KN707706v1_decoy	4225	TRUE	decoy
chrUn_KN707707v1_decoy	4339	TRUE	decoy
chrUn_KN707708v1_decoy	2305	TRUE	decoy
chrUn_KN707709v1_decoy	3273	TRUE	decoy
chrUn_KN707710v1_decoy	5701	TRUE	decoy
chrUn_KN707711v1_decoy	4154	TRUE	decoy
chrUn_KN707712v1_decoy	1243	TRUE	decoy
chrUn_KN707713v1_decoy	1308	TRUE	decoy
chrUn_KN707714v1_decoy	2922	TRUE	decoy
chrUn_KN707715v1_decoy	3044	TRUE	decoy
chrUn_KN707716v1_decoy	2888	TRUE	decoy
chrUn_KN707717v1_decoy	1742	TRUE	decoy
chrUn_KN707718v1_decoy	4969	TRUE	decoy
chrUn_KN707719v1_decoy	3270	TRUE	decoy
chrUn_KN707720v1_decoy	6028	TRUE	decoy
chrUn_KN707721v1_decoy	1105	TRUE	decoy
chrUn_KN707722v1_decoy	2884	TRUE	decoy
chrUn_KN707723v1_decoy	1124	TRUE	decoy
chrUn_KN707724v1_decoy	1454	TRUE	decoy
chrUn_KN707725v1_decoy	2565	TRUE	decoy
chrUn_KN707726v1_decoy	2149	TRUE	decoy
chrUn_KN707727v1_decoy	2630	TRUE	decoy
chrUn_KN707728v1_decoy	14625	TRUE	decoy
chrUn_KN707729v1_decoy	7431	TRUE	decoy
chrUn_KN707730v1_decoy	5776	TRUE	decoy
chrUn_KN707731v1_decoy	4820	TRUE	decoy
chrUn_KN707732v1_decoy	1227	TRUE	decoy
chrUn_KN707733v1_decoy	7503	TRUE	decoy
chrUn_KN707734v1_decoy	9652	TRUE	decoy
chrUn_KN707735v1_decoy	1091	TRUE	decoy
chrUn_KN707736v1_decoy	2467	TRUE	decoy
chrUn_KN707737v1_decoy	1270	TRUE	decoy
chrUn_KN707738v1_decoy	4365	TRUE	decoy
chrUn_KN707739v1_decoy	4284	TRUE	decoy
chrUn_KN707740v1_decoy	10282	TRUE	decoy
chrUn_KN707741v1_decoy	5601	TRUE	decoy
chrUn_KN707742v1_decoy	4758	TRUE	decoy
chrUn_KN707743v1_decoy	1624	TRUE	decoy
chrUn_KN707744v1_decoy	4024	TRUE	decoy
chrUn_KN707745v1_decoy	1276	TRUE	decoy
chrUn_KN707746v1_decoy	5083	TRUE	decoy
chrUn_KN707747v1_decoy	2075	TRUE	decoy
chrUn_KN707748v1_decoy	3553	TRUE	decoy
chrUn_KN707749v1_decoy	7010	TRUE	decoy
chrUn_KN707750v1_decoy	4718	TRUE	decoy
chrUn_KN707751v1_decoy	3546	TRUE	decoy
chrUn_KN707752v1_decoy	2873	TRUE	decoy
chrUn_KN707753v1_decoy	2144	TRUE	decoy
chrUn_KN707754v1_decoy	2243	TRUE	decoy
chrUn_KN707755v1_decoy	5343	TRUE	decoy
chrUn_KN707756v1_decoy	4877	TRUE	decoy
chrUn_KN707757v1_decoy	3034	TRUE	decoy
chrUn_KN707758v1_decoy	2826	TRUE	decoy
chrUn_KN707759v1_decoy	1221	TRUE	decoy
chrUn_KN707760v1_decoy	1169	TRUE	decoy
chrUn_KN707761v1_decoy	2319	TRUE	decoy
chrUn_KN707762v1_decoy	3450	TRUE	decoy
chrUn_KN707763v1_decoy	2674	TRUE	decoy
chrUn_KN707764v1_decoy	3912	TRUE	decoy
chrUn_KN707765v1_decoy	6020	TRUE	decoy
chrUn_KN707766v1_decoy	2303	TRUE	decoy
chrUn_KN707767v1_decoy	2552	TRUE	decoy
chrUn_KN707768v1_decoy	3656	TRUE	decoy
chrUn_KN707769v1_decoy	1591	TRUE	decoy
chrUn_KN707770v1_decoy	1209	TRUE	decoy
chrUn_KN707771v1_decoy	3176	TRUE	decoy
chrUn_KN707772v1_decoy	8915	TRUE	decoy
chrUn_KN707773v1_decoy	4902	TRUE	decoy
chrUn_KN707774v1_decoy	3324	TRUE	decoy
chrUn_KN707775v1_decoy	5997	TRUE	decoy
chrUn_KN707776v1_decoy	2618	TRUE	decoy
chrUn_KN707777v1_decoy	10311	TRUE	decoy
chrUn_KN707778v1_decoy	2440	TRUE	decoy
chrUn_KN707779v1_decoy	12444	TRUE	decoy
chrUn_KN707780v1_decoy	5691	TRUE	decoy
chrUn_KN707781v1_decoy	2717	TRUE	decoy
chrUn_KN707782v1_decoy	5277	TRUE	decoy
chrUn_KN707783v1_decoy	4373	TRUE	decoy
chrUn_KN707784v1_decoy	3224	TRUE	decoy
chrUn_KN707785v1_decoy	2631	TRUE	decoy
chrUn_KN707786v1_decoy	5385	TRUE	decoy
chrUn_KN707787v1_decoy	3678	TRUE	decoy
chrUn_KN707788v1_decoy	1412	TRUE	decoy
chrUn_KN707789v1_decoy	1443	TRUE	decoy
chrUn_KN707790v1_decoy	1098	TRUE	decoy
chrUn_KN707791v1_decoy	3240	TRUE	decoy
chrUn_KN707792v1_decoy	1915	TRUE	decoy
chrUn_KN707793v1_decoy	4667	TRUE	decoy
chrUn_KN707794v1_decoy	7219	TRUE	decoy
chrUn_KN707795v1_decoy	3277	TRUE	decoy
chrUn_KN707796v1_decoy	3473	TRUE	decoy
chrUn_KN707797v1_decoy	4243	TRUE	decoy
chrUn_KN707798v1_decoy	17599	TRUE	decoy
chrUn_KN707799v1_decoy	5095	TRUE	decoy
chrUn_KN707800v1_decoy	2237	TRUE	decoy
chrUn_KN707801v1_decoy	2901	TRUE	decoy
chrUn_KN707802v1_decoy	2666	TRUE	decoy
chrUn_KN707803v1_decoy	5336	TRUE	decoy
chrUn_KN707804v1_decoy	4383	TRUE	decoy
chrUn_KN707805v1_decoy	5446	TRUE	decoy
chrUn_KN707806v1_decoy	6252	TRUE	decoy
chrUn_KN707807v1_decoy	4616	TRUE	decoy
chrUn_KN707808v1_decoy	3021	TRUE	decoy
chrUn_KN707809v1_decoy	3667	TRUE	decoy
chrUn_KN707810v1_decoy	4563	TRUE	decoy
chrUn_KN707811v1_decoy	1120	TRUE	decoy
chrUn_KN707812v1_decoy	3845	TRUE	decoy
chrUn_KN707813v1_decoy	2272	TRUE	decoy
chrUn_KN707814v1_decoy	4764	TRUE	decoy
chrUn_KN707815v1_decoy	5410	TRUE	decoy
chrUn_KN707816v1_decoy	7150	TRUE	decoy
chrUn_KN707817v1_decoy	1762	TRUE	decoy
chrUn_KN707818v1_decoy	1207	TRUE	decoy
chrUn_KN707819v1_decoy	1331	TRUE	decoy
chrUn_KN707820v1_decoy	8307	TRUE	decoy
chrUn_KN707821v1_decoy	2276	TRUE	decoy
chrUn_KN707822v1_decoy	2575	TRUE	decoy
chrUn_KN707823v1_decoy	3970	TRUE	decoy
chrUn_KN707824v1_decoy	1352	TRUE	decoy
chrUn_KN707825v1_decoy	3040	TRUE	decoy
chrUn_KN707826v1_decoy	2070	TRUE	decoy
chrUn_KN707827v1_decoy	2913	TRUE	decoy
chrUn_KN707828v1_decoy	2389	TRUE	decoy
chrUn_KN707829v1_decoy	1835	TRUE	decoy
chrUn_KN707830v1_decoy	4807	TRUE	decoy
chrUn_KN707831v1_decoy	2201	TRUE	decoy
chrUn_KN707832v1_decoy	1265	TRUE	decoy
chrUn_KN707833v1_decoy	1961	TRUE	decoy
chrUn_KN707834v1_decoy	1064	TRUE	decoy
chrUn_KN707835v1_decoy	1932	TRUE	decoy
chrUn_KN707836v1_decoy	3213	TRUE	decoy
chrUn_KN707837v1_decoy	1178	TRUE	decoy
chrUn_KN707838v1_decoy	2926	TRUE	decoy
chrUn_KN707839v1_decoy	1038	TRUE	decoy
chrUn_KN707840v1_decoy	3298	TRUE	decoy
chrUn_KN707841v1_decoy	8992	TRUE	decoy
chrUn_KN707842v1_decoy	6698	TRUE	decoy
chrUn_KN707843v1_decoy	4880	TRUE	decoy
chrUn_KN707844v1_decoy	1766	TRUE	decoy
chrUn_KN707845v1_decoy	3532	TRUE	decoy
chrUn_KN707846v1_decoy	2297	TRUE	decoy
chrUn_KN707847v1_decoy	1234	TRUE	decoy
chrUn_KN707848v1_decoy	1205	TRUE	decoy
chrUn_KN707849v1_decoy	2790	TRUE	decoy
chrUn_KN707850v1_decoy	2006	TRUE	decoy
chrUn_KN707851v1_decoy	4593	TRUE	decoy
chrUn_KN707852v1_decoy	1579	TRUE	decoy
chrUn_KN707853v1_decoy	9597	TRUE	decoy
chrUn_KN707854v1_decoy	10451	TRUE	decoy
chrUn_KN707855v1_decoy	3219	TRUE	decoy
chrUn_KN707856v1_decoy	2300	TRUE	decoy
chrUn_KN707857v1_decoy	5985	TRUE	decoy
chrUn_KN707858v1_decoy	2959	TRUE	decoy
chrUn_KN707859v1_decoy	1340	TRUE	decoy
chrUn_KN707860v1_decoy	3148	TRUE	decoy
chrUn_KN707861v1_decoy	2242	TRUE	decoy
chrUn_KN707862v1_decoy	16513	TRUE	decoy
chrUn_KN707863v1_decoy	7821	TRUE	decoy
chrUn_KN707864v1_decoy	2159	TRUE	decoy
chrUn_KN707865v1_decoy	2114	TRUE	decoy
chrUn_KN707866v1_decoy	4109	TRUE	decoy
chrUn_KN707867v1_decoy	1544	TRUE	decoy
chrUn_KN707868v1_decoy	1005	TRUE	decoy
chrUn_KN707869v1_decoy	8632	TRUE	decoy
chrUn_KN707870v1_decoy	1012	TRUE	decoy
chrUn_KN707871v1_decoy	4728	TRUE	decoy
chrUn_KN707872v1_decoy	2165	TRUE	decoy
chrUn_KN707873v1_decoy	7591	TRUE	decoy
chrUn_KN707874v1_decoy	5202	TRUE	decoy
chrUn_KN707875v1_decoy	4241	TRUE	decoy
chrUn_KN707876v1_decoy	4131	TRUE	decoy
chrUn_KN707877v1_decoy	2272	TRUE	decoy
chrUn_KN707878v1_decoy	2085	TRUE	decoy
chrUn_KN707879v1_decoy	4346	TRUE	decoy
chrUn_KN707880v1_decoy	1208	TRUE	decoy
chrUn_KN707881v1_decoy	4543	TRUE	decoy
chrUn_KN707882v1_decoy	2772	TRUE	decoy
chrUn_KN707883v1_decoy	2490	TRUE	decoy
chrUn_KN707884v1_decoy	4568	TRUE	decoy
chrUn_KN707885v1_decoy	1776	TRUE	decoy
chrUn_KN707886v1_decoy	2699	TRUE	decoy
chrUn_KN707887v1_decoy	3534	TRUE	decoy
chrUn_KN707888v1_decoy	2424	TRUE	decoy
chrUn_KN707889v1_decoy	1747	TRUE	decoy
chrUn_KN707890v1_decoy	1088	TRUE	decoy
chrUn_KN707891v1_decoy	1143	TRUE	decoy
chrUn_KN707892v1_decoy	2530	TRUE	decoy
chrUn_KN707893v1_decoy	8049	TRUE	decoy
chrUn_KN707894v1_decoy	1366	TRUE	decoy
chrUn_KN707895v1_decoy	4284	TRUE	decoy
chrUn_KN707896v1_decoy	33125	TRUE	decoy
chrUn_KN707897v1_decoy	2137	TRUE	decoy
chrUn_KN707898v1_decoy	3840	TRUE	decoy
chrUn_KN707899v1_decoy	3087	TRUE	decoy
chrUn_KN707900v1_decoy	2041	TRUE	decoy
chrUn_KN707901v1_decoy	3344	TRUE	decoy
chrUn_KN707902v1_decoy	2921	TRUE	decoy
chrUn_KN707903v1_decoy	6581	TRUE	decoy
chrUn_KN707904v1_decoy	3968	TRUE	decoy
chrUn_KN707905v1_decoy	2339	TRUE	decoy
chrUn_KN707906v1_decoy	1243	TRUE	decoy
chrUn_KN707907v1_decoy	7776	TRUE	decoy
chrUn_KN707908v1_decoy	19837	TRUE	decoy
chrUn_KN707909v1_decoy	1737	TRUE	decoy
chrUn_KN707910v1_decoy	1098	TRUE	decoy
chrUn_KN707911v1_decoy	1893	TRUE	decoy
chrUn_KN707912v1_decoy	1281	TRUE	decoy
chrUn_KN707913v1_decoy	1527	TRUE	decoy
chrUn_KN707914v1_decoy	2055	TRUE	decoy
chrUn_KN707915v1_decoy	2527	TRUE	decoy
chrUn_KN707916v1_decoy	3275	TRUE	decoy
chrUn_KN707917v1_decoy	1265	TRUE	decoy
chrUn_KN707918v1_decoy	2623	TRUE	decoy
chrUn_KN707919v1_decoy	4850	TRUE	decoy
chrUn_KN707920v1_decoy	3584	TRUE	decoy
chrUn_KN707921v1_decoy	2561	TRUE	decoy
chrUn_KN707922v1_decoy	3041	TRUE	decoy
chrUn_KN707923v1_decoy	1409	TRUE	decoy
chrUn_KN707924v1_decoy	4596	TRUE	decoy
chrUn_KN707925v1_decoy	11555	TRUE	decoy
chrUn_KN707926v1_decoy	1266	TRUE	decoy
chrUn_KN707927v1_decoy	1079	TRUE	decoy
chrUn_KN707928v1_decoy	1087	TRUE	decoy
chrUn_KN707929v1_decoy	1226	TRUE	decoy
chrUn_KN707930v1_decoy	1131	TRUE	decoy
chrUn_KN707931v1_decoy	1199	TRUE	decoy
chrUn_KN707932v1_decoy	1084	TRUE	decoy
chrUn_KN707933v1_decoy	2038	TRUE	decoy
chrUn_KN707934v1_decoy	1070	TRUE	decoy
chrUn_KN707935v1_decoy	1312	TRUE	decoy
chrUn_KN707936v1_decoy	4031	TRUE	decoy
chrUn_KN707937v1_decoy	7445	TRUE	decoy
chrUn_KN707938v1_decoy	1770	TRUE	decoy
chrUn_KN707939v1_decoy	5600	TRUE	decoy
chrUn_KN707940v1_decoy	1882	TRUE	decoy
chrUn_KN707941v1_decoy	1170	TRUE	decoy
chrUn_KN707942v1_decoy	1300	TRUE	decoy
chrUn_KN707943v1_decoy	5325	TRUE	decoy
chrUn_KN707944v1_decoy	2043	TRUE	decoy
chrUn_KN707945v1_decoy	1072	TRUE	decoy
chrUn_KN707946v1_decoy	2463	TRUE	decoy
chrUn_KN707947v1_decoy	1010	TRUE	decoy
chrUn_KN707948v1_decoy	1432	TRUE	decoy
chrUn_KN707949v1_decoy	1162	TRUE	decoy
chrUn_KN707950v1_decoy	1095	TRUE	decoy
chrUn_KN707951v1_decoy	1118	TRUE	decoy
chrUn_KN707952v1_decoy	1383	TRUE	decoy
chrUn_KN707953v1_decoy	2289	TRUE	decoy
chrUn_KN707954v1_decoy	1648	TRUE	decoy
chrUn_KN707955v1_decoy	2203	TRUE	decoy
chrUn_KN707956v1_decoy	3270	TRUE	decoy
chrUn_KN707957v1_decoy	11499	TRUE	decoy
chrUn_KN707958v1_decoy	2474	TRUE	decoy
chrUn_KN707959v1_decoy	2294	TRUE	decoy
chrUn_KN707960v1_decoy	1238	TRUE	decoy
chrUn_KN707961v1_decoy	3410	TRUE	decoy
chrUn_KN707962v1_decoy	1523	TRUE	decoy
chrUn_KN707963v1_decoy	62955	TRUE	decoy
chrUn_KN707964v1_decoy	6282	TRUE	decoy
chrUn_KN707965v1_decoy	3836	TRUE	decoy
chrUn_KN707966v1_decoy	6486	TRUE	decoy
chrUn_KN707967v1_decoy	15368	TRUE	decoy
chrUn_KN707968v1_decoy	9572	TRUE	decoy
chrUn_KN707969v1_decoy	6413	TRUE	decoy
chrUn_KN707970v1_decoy	4104	TRUE	decoy
chrUn_KN707971v1_decoy	12943	TRUE	decoy
chrUn_KN707972v1_decoy	4650	TRUE	decoy
chrUn_KN707973v1_decoy	3080	TRUE	decoy
chrUn_KN707974v1_decoy	3134	TRUE	decoy
chrUn_KN707975v1_decoy	6211	TRUE	decoy
chrUn_KN707976v1_decoy	1126	TRUE	decoy
chrUn_KN707977v1_decoy	1101	TRUE	decoy
chrUn_KN707978v1_decoy	1101	TRUE	decoy
chrUn_KN707979v1_decoy	2648	TRUE	decoy
chrUn_KN707980v1_decoy	2973	TRUE	decoy
chrUn_KN707981v1_decoy	2520	TRUE	decoy
chrUn_KN707982v1_decoy	2318	TRUE	decoy
chrUn_KN707983v1_decoy	2606	TRUE	decoy
chrUn_KN707984v1_decoy	2205	TRUE	decoy
chrUn_KN707985v1_decoy	2929	TRUE	decoy
chrUn_KN707986v1_decoy	3869	TRUE	decoy
chrUn_KN707987v1_decoy	1117	TRUE	decoy
chrUn_KN707988v1_decoy	2960	TRUE	decoy
chrUn_KN707989v1_decoy	1009	TRUE	decoy
chrUn_KN707990v1_decoy	4048	TRUE	decoy
chrUn_KN707991v1_decoy	2193	TRUE	decoy
chrUn_KN707992v1_decoy	1830	TRUE	decoy
chrUn_JTFH01000001v1_decoy	25139	TRUE	decoy
chrUn_JTFH01000002v1_decoy	18532	TRUE	decoy
chrUn_JTFH01000003v1_decoy	15240	TRUE	decoy
chrUn_JTFH01000004v1_decoy	13739	TRUE	decoy
chrUn_JTFH01000005v1_decoy	11297	TRUE	decoy
chrUn_JTFH01000006v1_decoy	10074	TRUE	decoy
chrUn_JTFH01000007v1_decoy	9891	TRUE	decoy
chrUn_JTFH01000008v1_decoy	9774	TRUE	decoy
chrUn_JTFH01000009v1_decoy	9727	TRUE	decoy
chrUn_JTFH01000010v1_decoy	9358	TRUE	decoy
chrUn_JTFH01000011v1_decoy	8920	TRUE	decoy
chrUn_JTFH01000012v1_decoy	8479	TRUE	decoy
chrUn_JTFH01000013v1_decoy	8312	TRUE	decoy
chrUn_JTFH01000014v1_decoy	8261	TRUE	decoy
chrUn_JTFH01000015v1_decoy	8131	TRUE	decoy
chrUn_JTFH01000016v1_decoy	8051	TRUE	decoy
chrUn_JTFH01000017v1_decoy	7832	TRUE	decoy
chrUn_JTFH01000018v1_decoy	7710	TRUE	decoy
chrUn_JTFH01000019v1_decoy	7702	TRUE	decoy
chrUn_JTFH01000020v1_decoy	7479	TRUE	decoy
chrUn_JTFH01000021v1_decoy	7368	TRUE	decoy
chrUn_JTFH01000022v1_decoy	7162	TRUE	decoy
chrUn_JTFH01000023v1_decoy	7065	TRUE	decoy
chrUn_JTFH01000024v1_decoy	7019	TRUE	decoy
chrUn_JTFH01000025v1_decoy	6997	TRUE	decoy
chrUn_JTFH01000026v1_decoy	6994	TRUE	decoy
chrUn_JTFH01000027v1_decoy	6979	TRUE	decoy
chrUn_JTFH01000028v1_decoy	6797	TRUE	decoy
chrUn_JTFH01000029v1_decoy	6525	TRUE	decoy
chrUn_JTFH01000030v1_decoy	6246	TRUE	decoy
chrUn_JTFH01000031v1_decoy	5926	TRUE	decoy
chrUn_JTFH01000032v1_decoy	5914	TRUE	decoy
chrUn_JTFH01000033v1_decoy	5898	TRUE	decoy
chrUn_JTFH01000034v1_decoy	5879	TRUE	decoy
chrUn_JTFH01000035v1_decoy	5834	TRUE	decoy
chrUn_JTFH01000036v1_decoy	5743	TRUE	decoy
chrUn_JTFH01000037v1_decoy	5577	TRUE	decoy
chrUn_JTFH01000038v1_decoy	5413	TRUE	decoy
chrUn_JTFH01000039v1_decoy	5250	TRUE	decoy
chrUn_JTFH01000040v1_decoy	5246	TRUE	decoy
chrUn_JTFH01000041v1_decoy	5118	TRUE	decoy
chrUn_JTFH01000042v1_decoy	5058	TRUE	decoy
chrUn_JTFH01000043v1_decoy	4959	TRUE	decoy
chrUn_JTFH01000044v1_decoy	4853	TRUE	decoy
chrUn_JTFH01000045v1_decoy	4828	TRUE	decoy
chrUn_JTFH01000046v1_decoy	4819	TRUE	decoy
chrUn_JTFH01000047v1_decoy	4809	TRUE	decoy
chrUn_JTFH01000048v1_decoy	4710	TRUE	decoy
chrUn_JTFH01000049v1_decoy	4680	TRUE	decoy
chrUn_JTFH01000050v1_decoy	4645	TRUE	decoy
chrUn_JTFH01000051v1_decoy	4514	TRUE	decoy
chrUn_JTFH01000052v1_decoy	4439	TRUE	decoy
chrUn_JTFH01000053v1_decoy	4416	TRUE	decoy
chrUn_JTFH01000054v1_decoy	4409	TRUE	decoy
chrUn_JTFH01000055v1_decoy	4392	TRUE	decoy
chrUn_JTFH01000056v1_decoy	4359	TRUE	decoy
chrUn_JTFH01000057v1_decoy	4319	TRUE	decoy
chrUn_JTFH01000058v1_decoy	4290	TRUE	decoy
chrUn_JTFH01000059v1_decoy	4242	TRUE	decoy
chrUn_JTFH01000060v1_decoy	4228	TRUE	decoy
chrUn_JTFH01000061v1_decoy	4222	TRUE	decoy
chrUn_JTFH01000062v1_decoy	4216	TRUE	decoy
chrUn_JTFH01000063v1_decoy	4210	TRUE	decoy
chrUn_JTFH01000064v1_decoy	4206	TRUE	decoy
chrUn_JTFH01000065v1_decoy	4102	TRUE	decoy
chrUn_JTFH01000066v1_decoy	4101	TRUE	decoy
chrUn_JTFH01000067v1_decoy	4083	TRUE	decoy
chrUn_JTFH01000068v1_decoy	3967	TRUE	decoy
chrUn_JTFH01000069v1_decoy	3955	TRUE	decoy
chrUn_JTFH01000070v1_decoy	3945	TRUE	decoy
chrUn_JTFH01000071v1_decoy	3930	TRUE	decoy
chrUn_JTFH01000072v1_decoy	3929	TRUE	decoy
chrUn_JTFH01000073v1_decoy	3924	TRUE	decoy
chrUn_JTFH01000074v1_decoy	3919	TRUE	decoy
chrUn_JTFH01000075v1_decoy	3908	TRUE	decoy
chrUn_JTFH01000076v1_decoy	3892	TRUE	decoy
chrUn_JTFH01000077v1_decoy	3890	TRUE	decoy
chrUn_JTFH01000078v1_decoy	3859	TRUE	decoy
chrUn_JTFH01000079v1_decoy	3846	TRUE	decoy
chrUn_JTFH01000080v1_decoy	3835	TRUE	decoy
chrUn_JTFH01000081v1_decoy	3830	TRUE	decoy
chrUn_JTFH01000082v1_decoy	3828	TRUE	decoy
chrUn_JTFH01000083v1_decoy	3825	TRUE	decoy
chrUn_JTFH01000084v1_decoy	3821	TRUE	decoy
chrUn_JTFH01000085v1_decoy	3809	TRUE	decoy
chrUn_JTFH01000086v1_decoy	3801	TRUE	decoy
chrUn_JTFH01000087v1_decoy	3799	TRUE	decoy
chrUn_JTFH01000088v1_decoy	3737	TRUE	decoy
chrUn_JTFH01000089v1_decoy	3701	TRUE	decoy
chrUn_JTFH01000090v1_decoy	3698	TRUE	decoy
chrUn_JTFH01000091v1_decoy	3692	TRUE	decoy
chrUn_JTFH01000092v1_decoy	3686	TRUE	decoy
chrUn_JTFH01000093v1_decoy	3677	TRUE	decoy
chrUn_JTFH01000094v1_decoy	3664	TRUE	decoy
chrUn_JTFH01000095v1_decoy	3613	TRUE	decoy
chrUn_JTFH01000096v1_decoy	3611	TRUE	decoy
chrUn_JTFH01000097v1_decoy	3606	TRUE	decoy
chrUn_JTFH01000098v1_decoy	3584	TRUE	decoy
chrUn_JTFH01000099v1_decoy	3581	TRUE	decoy
chrUn_JTFH01000100v1_decoy	3543	TRUE	decoy
chrUn_JTFH01000101v1_decoy	3528	TRUE	decoy
chrUn_JTFH01000102v1_decoy	3527	TRUE	decoy
chrUn_JTFH01000103v1_decoy	3496	TRUE	decoy
chrUn_JTFH01000104v1_decoy	3493	TRUE	decoy
chrUn_JTFH01000105v1_decoy	3484	TRUE	decoy
chrUn_JTFH01000106v1_decoy	3435	TRUE	decoy
chrUn_JTFH01000107v1_decoy	3391	TRUE	decoy
chrUn_JTFH01000108v1_decoy	3374	TRUE	decoy
chrUn_JTFH01000109v1_decoy	3371	TRUE	decoy
chrUn_JTFH01000110v1_decoy	3361	TRUE	decoy
chrUn_JTFH01000111v1_decoy	3351	TRUE	decoy
chrUn_JTFH01000112v1_decoy	3340	TRUE	decoy
chrUn_JTFH01000113v1_decoy	3320	TRUE	decoy
chrUn_JTFH01000114v1_decoy	3282	TRUE	decoy
chrUn_JTFH01000115v1_decoy	3278	TRUE	decoy
chrUn_JTFH01000116v1_decoy	3260	TRUE	decoy
chrUn_JTFH01000117v1_decoy	3258	TRUE	decoy
chrUn_JTFH01000118v1_decoy	3253	TRUE	decoy
chrUn_JTFH01000119v1_decoy	3247	TRUE	decoy
chrUn_JTFH01000120v1_decoy	3230	TRUE	decoy
chrUn_JTFH01000121v1_decoy	3224	TRUE	decoy
chrUn_JTFH01000122v1_decoy	3216	TRUE	decoy
chrUn_JTFH01000123v1_decoy	3212	TRUE	decoy
chrUn_JTFH01000124v1_decoy	3194	TRUE	decoy
chrUn_JTFH01000125v1_decoy	3189	TRUE	decoy
chrUn_JTFH01000126v1_decoy	3177	TRUE	decoy
chrUn_JTFH01000127v1_decoy	3176	TRUE	decoy
chrUn_JTFH01000128v1_decoy	3173	TRUE	decoy
chrUn_JTFH01000129v1_decoy	3170	TRUE	decoy
chrUn_JTFH01000130v1_decoy	3166	TRUE	decoy
chrUn_JTFH01000131v1_decoy	3163	TRUE	decoy
chrUn_JTFH01000132v1_decoy	3143	TRUE	decoy
chrUn_JTFH01000133v1_decoy	3137	TRUE	decoy
chrUn_JTFH01000134v1_decoy	3116	TRUE	decoy
chrUn_JTFH01000135v1_decoy	3106	TRUE	decoy
chrUn_JTFH01000136v1_decoy	3093	TRUE	decoy
chrUn_JTFH01000137v1_decoy	3079	TRUE	decoy
chrUn_JTFH01000138v1_decoy	3053	TRUE	decoy
chrUn_JTFH01000139v1_decoy	3051	TRUE	decoy
chrUn_JTFH01000140v1_decoy	3015	TRUE	decoy
chrUn_JTFH01000141v1_decoy	3012	TRUE	decoy
chrUn_JTFH01000142v1_decoy	3009	TRUE	decoy
chrUn_JTFH01000143v1_decoy	2997	TRUE	decoy
chrUn_JTFH01000144v1_decoy	2997	TRUE	decoy
chrUn_JTFH01000145v1_decoy	2983	TRUE	decoy
chrUn_JTFH01000146v1_decoy	2979	TRUE	decoy
chrUn_JTFH01000147v1_decoy	2967	TRUE	decoy
chrUn_JTFH01000148v1_decoy	2967	TRUE	decoy
chrUn_JTFH01000149v1_decoy	2966	TRUE	decoy
chrUn_JTFH01000150v1_decoy	2954	TRUE	decoy
chrUn_JTFH01000151v1_decoy	2952	TRUE	decoy
chrUn_JTFH01000152v1_decoy	2934	TRUE	decoy
chrUn_JTFH01000153v1_decoy	2918	TRUE	decoy
chrUn_JTFH01000154v1_decoy	2895	TRUE	decoy
chrUn_JTFH01000155v1_decoy	2887	TRUE	decoy
chrUn_JTFH01000156v1_decoy	2879	TRUE	decoy
chrUn_JTFH01000157v1_decoy	2878	TRUE	decoy
chrUn_JTFH01000158v1_decoy	2872	TRUE	decoy
chrUn_JTFH01000159v1_decoy	2868	TRUE	decoy
chrUn_JTFH01000160v1_decoy	2866	TRUE	decoy
chrUn_JTFH01000161v1_decoy	2865	TRUE	decoy
chrUn_JTFH01000162v1_decoy	2864	TRUE	decoy
chrUn_JTFH01000163v1_decoy	2859	TRUE	decoy
chrUn_JTFH01000164v1_decoy	2854	TRUE	decoy
chrUn_JTFH01000165v1_decoy	2830	TRUE	decoy
chrUn_JTFH01000166v1_decoy	2828	TRUE	decoy
chrUn_JTFH01000167v1_decoy	2824	TRUE	decoy
chrUn_JTFH01000168v1_decoy	2819	TRUE	decoy
chrUn_JTFH01000169v1_decoy	2813	TRUE	decoy
chrUn_JTFH01000170v1_decoy	2809	TRUE	decoy
chrUn_JTFH01000171v1_decoy	2802	TRUE	decoy
chrUn_JTFH01000172v1_decoy	2791	TRUE	decoy
chrUn_JTFH01000173v1_decoy	2783	TRUE	decoy
chrUn_JTFH01000174v1_decoy	2778	TRUE	decoy
chrUn_JTFH01000175v1_decoy	2777	TRUE	decoy
chrUn_JTFH01000176v1_decoy	2770	TRUE	decoy
chrUn_JTFH01000177v1_decoy	2769	TRUE	decoy
chrUn_JTFH01000178v1_decoy	2767	TRUE	decoy
chrUn_JTFH01000179v1_decoy	2763	TRUE	decoy
chrUn_JTFH01000180v1_decoy	2745	TRUE	decoy
chrUn_JTFH01000181v1_decoy	2742	TRUE	decoy
chrUn_JTFH01000182v1_decoy	2736	TRUE	decoy
chrUn_JTFH01000183v1_decoy	2729	TRUE	decoy
chrUn_JTFH01000184v1_decoy	2726	TRUE	decoy
chrUn_JTFH01000185v1_decoy	2719	TRUE	decoy
chrUn_JTFH01000186v1_decoy	2715	TRUE	decoy
chrUn_JTFH01000187v1_decoy	2708	TRUE	decoy
chrUn_JTFH01000188v1_decoy	2704	TRUE	decoy
